aphiaID;TAXON;Kingdom;Subkingdom;Infrakingdom;Phylum;Subphylum;Infraphylum;Class;Subclass;Order;Family;Genus;Species;Superorder;Phylum (Division);Subfamily;Subphylum (Subdivision);Superclass;Forma;Suborder;Variety;rank
393172;Nostoc;Bacteria;Negibacteria;NA;Cyanobacteria;NA;NA;Cyanophyceae;Nostocophycidae;Nostocales;Nostocaceae;Nostoc;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
394840;Attheya armata;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae incertae sedis;Attheyaceae;Attheya;Attheya armata;Chaetocerotanae;NA;NA;NA;NA;NA;NA;NA;Species
418136;Gonyaulax digitalis;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax digitalis;NA;NA;NA;NA;NA;NA;NA;NA;Species
418222;Pseudo-nitzschia subpacifica;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia subpacifica;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
418540;Hemiaulus membranaceus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Hemiaulales;Hemiaulaceae;Hemiaulus;Hemiaulus membranaceus;Biddulphianae;NA;NA;NA;NA;NA;NA;NA;Species
418547;Melosira moniliformis;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Melosirales;Melosiraceae;Melosira;Melosira moniliformis;Coscinodiscanae;NA;NA;NA;NA;NA;NA;NA;Species
418647;Thalassionema bacillare;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Fragilariophycidae;Thalassionematales;Thalassionemataceae;Thalassionema;Thalassionema bacillare;Fragilariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
447730;Bellerochea horologicalis;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Hemiaulales;Bellerocheaceae;Bellerochea;Bellerochea horologicalis;Biddulphianae;NA;NA;NA;NA;NA;NA;NA;Species
450619;Minutocellus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Cymatosirales;Cymatosiraceae;Minutocellus;NA;Cymatosirophycanae;NA;NA;NA;NA;NA;NA;NA;Genus
478556;Pseudo-nitzschia americana;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia americana;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
478557;Cosmarium;Plantae;Viridiplantae;Streptophyta;NA;NA;NA;Zygnematophyceae;Zygnematophycidae;Desmidiales;Desmidiaceae;Cosmarium;NA;NA;Charophyta;NA;NA;NA;NA;NA;NA;Genus
478559;Hermesinum;Chromista;Harosa;Rhizaria;Cercozoa;NA;NA;Thecofilosea;Eothecia;Ebriales;Podamphoraceae;Hermesinum;NA;NA;NA;NA;NA;Ventrifilosa;NA;NA;NA;Genus
494056;Neoceratium;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Neoceratium;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
494057;Tripos;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
494102;Oltmannsiellopsis;Plantae;Viridiplantae;NA;NA;NA;NA;Ulvophyceae;NA;Oltmannsiellopsidales;Oltmannsiellopsidaceae;Oltmannsiellopsis;NA;NA;Chlorophyta;NA;Chlorophytina;NA;NA;NA;NA;Genus
495363;Tripos muelleri;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos muelleri;NA;NA;NA;NA;NA;NA;NA;NA;Species
495630;Neoceratium arietinum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Neoceratium;Neoceratium arietinum;NA;NA;NA;NA;NA;NA;NA;NA;Species
495633;Neoceratium azoricum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Neoceratium;Neoceratium azoricum;NA;NA;NA;NA;NA;NA;NA;NA;Species
495640;Neoceratium candelabrum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Neoceratium;Neoceratium candelabrum;NA;NA;NA;NA;NA;NA;NA;NA;Species
495645;Neoceratium concilians;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Neoceratium;Neoceratium concilians;NA;NA;NA;NA;NA;NA;NA;NA;Species
495648;Neoceratium declinatum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Neoceratium;Neoceratium declinatum;NA;NA;NA;NA;NA;NA;NA;NA;Species
495678;Neoceratium macroceros;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Neoceratium;Neoceratium macroceros;NA;NA;NA;NA;NA;NA;NA;NA;Species
495685;Neoceratium pentagonum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Neoceratium;Neoceratium pentagonum;NA;NA;NA;NA;NA;NA;NA;NA;Species
495691;Neoceratium ranipes;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Neoceratium;Neoceratium ranipes;NA;NA;NA;NA;NA;NA;NA;NA;Species
547544;Rhizosolenia setigera f. pungens;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Rhizosolenia;Rhizosolenia setigera;Rhizosolenianae;NA;NA;NA;NA;Rhizosolenia setigera f. pungens;NA;NA;Forma
555052;Thalassionema frauenfeldii;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Fragilariophycidae;Thalassionematales;Thalassionemataceae;Thalassionema;Thalassionema frauenfeldii;Fragilariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
558243;Bacillaria paxillifera;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Bacillaria;Bacillaria paxillifera;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
562871;Choanofila;Protozoa;Sarcomastigota;NA;Choanozoa;Choanofila;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Subphylum
572081;Selenastrum;Plantae;Viridiplantae;NA;NA;NA;NA;Chlorophyceae;NA;Sphaeropleales;Selenastraceae;Selenastrum;NA;NA;Chlorophyta;NA;Chlorophytina;NA;NA;NA;NA;Genus
573577;Rhizosolenia hyalina;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Rhizosolenia;Rhizosolenia hyalina;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
573585;Rhizosolenia striata;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Rhizosolenia;Rhizosolenia striata;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
574079;Climaconeis inflexa;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Naviculales;Berkeleyaceae;Climaconeis;Climaconeis inflexa;Bacillariophycanae;NA;NA;NA;NA;NA;Neidiineae;NA;Species
576237;Desmodesmus communis;Plantae;Viridiplantae;NA;NA;NA;NA;Chlorophyceae;NA;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus communis;NA;Chlorophyta;Desmodesmoideae;Chlorophytina;NA;NA;NA;NA;Species
582177;Euglenoidea;Protozoa;Eozoa;Euglenozoa;Euglenozoa;NA;NA;Euglenoidea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Class
582200;Euglenia;Protozoa;Eozoa;Euglenozoa;Euglenozoa;NA;NA;Euglenoidea;Euglenia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Subclass
582210;Eutreptiida;Protozoa;Eozoa;Euglenozoa;Euglenozoa;NA;NA;Euglenoidea;Euglenia;Eutreptiida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Order
592906;Coccolithophyceae;Chromista;Hacrobia;NA;Haptophyta;Haptophytina;NA;Coccolithophyceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Class
593337;Peridiniida incertae sedis;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Peridiniida incertae sedis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
599664;Kareniaceae;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Kareniaceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
601957;Plagiolemma;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Naviculales;Plagiotropidaceae;Plagiolemma;NA;Bacillariophycanae;NA;NA;NA;NA;NA;Naviculineae;NA;Genus
603275;Vulcanodinium;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Peridiniida incertae sedis;Vulcanodinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
624358;Phalacroma oxytoxoides;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophysales;Oxyphysaceae;Phalacroma;Phalacroma oxytoxoides;NA;NA;NA;NA;NA;NA;NA;NA;Species
624488;Vulcanodinium rugosum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Peridiniida incertae sedis;Vulcanodinium;Vulcanodinium rugosum;NA;NA;NA;NA;NA;NA;NA;NA;Species
624607;Archaeperidinium minutum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Peridiniida incertae sedis;Archaeperidinium;Archaeperidinium minutum;NA;NA;NA;NA;NA;NA;NA;NA;Species
643543;Biddulphia membranacea;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Biddulphiales;Biddulphiaceae;Biddulphia;Biddulphia membranacea;Biddulphianae;NA;NA;NA;NA;NA;NA;NA;Species
659627;Ditylum sol;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Lithodesmiales;Lithodesmiaceae;Ditylum;Ditylum sol;Lithodesmiophycanae;NA;NA;NA;NA;NA;NA;NA;Species
699394;Trigonium alternans;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Biddulphiales;Biddulphiaceae;Trigonium;Trigonium alternans;Biddulphianae;NA;NA;NA;NA;NA;NA;NA;Species
732976;Tintinnina;Chromista;Harosa;Alveolata;Ciliophora;Intramacronucleata;NA;Oligotrichea;Oligotrichia;Choreotrichida;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tintinnina;NA;Suborder
836581;Trieres;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Triceratiales;Triceratiaceae;Trieres;NA;Biddulphianae;NA;NA;NA;NA;NA;NA;NA;Genus
837075;Azadinium caudatum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophyceae incertae sedis;Amphidomataceae;Azadinium;Azadinium caudatum;NA;NA;NA;NA;NA;NA;NA;NA;Species
837220;Tripos falcatus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos falcatus;NA;NA;NA;NA;NA;NA;NA;NA;Species
837453;Tripos horridus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos horridus;NA;NA;NA;NA;NA;NA;NA;NA;Species
837459;Tripos lineatus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos lineatus;NA;NA;NA;NA;NA;NA;NA;NA;Species
839164;Ceratoperidinium falcatum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Warnowiaceae;Ceratoperidinium;Ceratoperidinium falcatum;NA;NA;NA;NA;NA;NA;NA;NA;Species
839991;Trieres mobiliensis;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Triceratiales;Triceratiaceae;Trieres;Trieres mobiliensis;Biddulphianae;NA;NA;NA;NA;NA;NA;NA;Species
839996;Trieres regia;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Triceratiales;Triceratiaceae;Trieres;Trieres regia;Biddulphianae;NA;NA;NA;NA;NA;NA;NA;Species
840626;Tripos fusus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos fusus;NA;NA;NA;NA;NA;NA;NA;NA;Species
840627;Tripos furca;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos furca;NA;NA;NA;NA;NA;NA;NA;NA;Species
840689;Levanderina fissa;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophyceae incertae sedis;NA;Levanderina;Levanderina fissa;NA;NA;NA;NA;NA;NA;NA;NA;Species
841182;Tripos arietinus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos arietinus;NA;NA;NA;NA;NA;NA;NA;NA;Species
841193;Tripos candelabrus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos candelabrum;NA;NA;NA;NA;NA;NA;NA;NA;Species
841249;Tripos humilis;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos humilis;NA;NA;NA;NA;NA;NA;NA;NA;Species
841258;Tripos limulus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos limulus;NA;NA;NA;NA;NA;NA;NA;NA;Species
841259;Tripos longipes;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos longipes;NA;NA;NA;NA;NA;NA;NA;NA;Species
841260;Tripos macroceros;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos macroceros;NA;NA;NA;NA;NA;NA;NA;NA;Species
841746;Tripos pentagonus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos pentagonus;NA;NA;NA;NA;NA;NA;NA;NA;Species
841767;Tripos symmetricus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos symmetricus;NA;NA;NA;NA;NA;NA;NA;NA;Species
842517;Tripos trichoceros;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratiaceae;Tripos;Tripos trichoceros;NA;NA;NA;NA;NA;NA;NA;NA;Species
846290;Azadinium caudatum var. margalefii;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophyceae incertae sedis;Amphidomataceae;Azadinium;Azadinium caudatum;NA;NA;NA;NA;NA;NA;NA;Azadinium caudatum var. margalefii;Variety
1304629;Pennées;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;NA;Pennales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Order
1305343;Peridinium quadridentatum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Peridiniaceae;Peridinium;Peridinium quadridentatum;NA;NA;NA;NA;NA;NA;NA;NA;Species
1310442;Octactis speculum;Chromista;Harosa;Heterokonta;Ochrophyta;NA;NA;Dictyochophyceae;NA;Dictyochales;Dictyochaceae;Octactis;Octactis speculum;NA;NA;NA;NA;NA;NA;NA;NA;Species
1346683;Kryptoperidinium triquetrum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Peridiniaceae;Kryptoperidinium;Kryptoperidinium triquetrum;NA;NA;NA;NA;NA;NA;NA;NA;Species
1382182;Lebouridinium glaucum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Gymnodiniales incertae sedis;Lebouridinium;Lebouridinium glaucum;NA;NA;NA;NA;NA;NA;NA;NA;Species
1442452;Plagiolemma distortum;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Naviculales;Plagiotropidaceae;Plagiolemma;Plagiolemma distortum;Bacillariophycanae;NA;NA;NA;NA;NA;Naviculineae;NA;Species
1470768;Heterocapsa steinii;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa steinii;NA;NA;NA;NA;NA;NA;NA;NA;Species
1778370;Lingulaulax polyedra;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Lingulodiniaceae;Lingulaulax;Lingulaulax polyedra;NA;NA;NA;NA;NA;NA;NA;NA;Species
109394;Scrippsiella + Ensiculifera + Pentapharsodinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149151;Pseudo-nitzschia, complexe seriata, groupe des larges (australis + fraudulenta + seriata + subpacifica);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149151;Pseudo-nitzschia, complexe delicatissima, groupe des fines (calliantha + delicatissima + pseudodelicatissima + subcurvata);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109435;Diplopsalis + Diplopelta + Diplopsalopsis + Preperidinium + Oblea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109566;Prorocentrum micans + arcuatum + gibbosum + scutellum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149032;Pleurosigma + Gyrosigma;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109394;Protoperidinium + Peridinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
591186;Navicula + Fallacia + Haslea + Lyrella + Petroneis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149038;Leptocylindrus, complexe danicus groupe des larges (danicus + curvatus + mediterraneus + aporus + convexus + hargravesii + adriaticus);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148904;Thalassiosira + Porosira;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109566;Prorocentrum balticum + cordatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109553;Protoperidinium steinii + pyriforme;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149151;Pseudo-nitzschia, complexe seriata, groupe des effilées (multiseries + pungens);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109432;Oxytoxum + Corythodinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149069;Rhizosolenia imbricata + styliformis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148916;Coscinodiscus + Stellarima;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149002;Nitzschia + Hantzschia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
231788;Karenia brevis + papilionacea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109553;Protoperidinium diabolum + longipes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148985;Chaetoceros curvisetus + debilis + pseudocurvisetus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
494056;Ceratium tripos + Ceratium à cornes recourbées;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148912;Thalassiosira levanderi + minima;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
591199;Synedra + Toxarium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149151;Pseudo-nitzschia, groupe des sigmoïdes (multistriata);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148971;Lauderia + Detonula;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148985;Chaetoceros decipiens + lorenzianus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149004;Cylindrotheca closterium + Nitzschia longissima;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148985;Chaetoceros socialis + socialis f. radians;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;Rhizosolenia setigera + setigera f. pungens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148952;Asterionella + Asterionellopsis + Asteroplanus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149235;Eucampia + Climacodium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;Protoctista;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109406;Dinophysis + phalacroma;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109518;Amylax triacantha + buxus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109473;Amphidinium carterae + operculatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148985;Chaetoceros didymus + protuberans;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109415;Warnowia + Nematodinium + Nematopsides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149064;Rhaphoneis + Delphineis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17667;Tetraselmis + Prasinocladus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149151;Pseudo-nitzschia, groupe des larges symétriques (fraudulenta);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149151;Pseudo-nitzschia, complexe americana (americana + brasiliana);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149038;Leptocylindrus, complexe minimus groupe des fines (L. minimus + Tenuicylindrus belgicus);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
494056;Tripos lineatus + minutus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148917;Coscinodiscus radiatus + marginatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109566;Prorocentrum mexicanum + rhathymum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
